2026-01-25T13:19:39.025427,2.092,0.066,52.76608467102051,1132.3,117.7,94.1,1.03
2026-01-25T13:19:39.026343,2.354,0.104,53.46798896789551,1460.3,102.3,80.2,4.03
2026-01-25T13:19:39.680836,2.4,0.127,629.6703815460205,1401.5,114.1,87.4,4.37
2026-01-25T13:19:39.702609,2.22,0.083,629.8220157623291,1363.5,87.3,82.1,1.61
2026-01-25T13:19:39.763306,1.832,0.121,50.96077919006348,1313.5,113.8,74.3,3.02
2026-01-25T13:19:39.788028,2.495,0.113,50.8425235748291,1234.2,115.7,86.9,3.47
2026-01-25T13:19:41.249867,2.199,0.142,1441.7967796325684,1057.9,83.6,84.0,4.6
2026-01-25T13:19:41.282708,1.856,0.102,51.15151405334473,985.7,117.4,92.8,3.92
2026-01-25T13:19:41.341190,2.053,0.116,51.27763748168945,1246.1,106.4,81.8,3.14
2026-01-25T13:19:41.357643,2.23,0.14,51.07712745666504,1254.5,105.8,87.9,3.3
2026-01-25T13:19:41.409402,1.94,0.054,51.017045974731445,890.1,105.4,89.7,1.41
2026-01-25T13:19:41.445273,1.853,0.143,50.87900161743164,1080.4,105.4,91.8,4.7
2026-01-25T13:19:41.512275,1.803,0.079,51.183462142944336,1130.8,88.4,87.4,1.35
2026-01-25T13:19:41.523303,1.838,0.084,51.40542984008789,919.1,92.5,92.0,2.9
2026-01-25T13:19:41.610928,2.338,0.052,51.16891860961914,1416.7,109.0,83.6,1.53
2026-01-25T13:19:41.615025,1.679,0.059,51.22828483581543,1148.4,115.3,84.4,2.53
2026-01-25T13:19:41.681323,1.795,0.079,51.091909408569336,1353.4,86.9,85.1,3.34
2026-01-25T13:19:41.707968,2.048,0.109,51.61333084106445,922.6,96.7,87.9,2.02
2026-01-25T13:19:41.775296,2.139,0.058,51.20968818664551,954.2,95.7,85.5,3.11
2026-01-25T13:19:41.881023,1.616,0.12,151.21126174926758,911.7,84.4,77.6,4.63
2026-01-25T13:19:41.951446,1.953,0.097,151.32951736450195,1208.2,87.0,85.7,4.97
2026-01-25T13:19:42.065098,1.57,0.06,150.96306800842285,1348.9,93.9,83.3,4.67
2026-01-25T13:19:42.085764,2.368,0.101,151.2746810913086,1205.5,111.3,73.2,4.41
2026-01-25T13:19:42.086692,2.05,0.109,152.33516693115234,878.1,98.5,84.9,2.22
2026-01-25T13:19:42.153330,2.154,0.059,150.96807479858398,1282.8,117.7,93.4,1.98
2026-01-25T13:19:42.232557,2.268,0.059,150.9687900543213,802.3,104.7,89.4,1.2
2026-01-25T13:19:42.266432,1.817,0.093,150.7859230041504,1207.2,91.0,91.4,1.62
2026-01-25T13:19:42.272021,2.277,0.141,150.76684951782227,1424.8,91.2,85.5,4.77
2026-01-25T13:19:42.335030,2.178,0.123,150.84576606750488,1373.0,85.7,88.0,2.18
2026-01-25T13:19:42.407651,1.94,0.102,150.96330642700195,999.2,89.7,93.6,2.66
2026-01-25T13:19:42.443819,1.96,0.15,150.83909034729004,1188.8,113.4,77.0,4.03
2026-01-25T13:19:42.460028,1.846,0.132,150.8941650390625,1195.1,118.6,81.7,2.7
2026-01-25T13:19:42.504790,1.809,0.138,150.92015266418457,855.8,85.4,86.5,3.49
2026-01-25T13:19:42.595761,1.661,0.132,151.1824131011963,915.6,88.8,76.8,4.25
2026-01-25T13:19:42.623184,2.023,0.11,150.90632438659668,931.0,113.8,76.0,4.4
2026-01-25T13:19:42.633821,1.686,0.146,150.79045295715332,927.3,83.8,89.0,2.5
2026-01-25T13:19:42.679522,1.518,0.08,150.83622932434082,1434.7,91.0,94.7,2.97
2026-01-25T13:19:42.793429,2.363,0.088,150.98929405212402,1044.7,99.9,89.8,2.17
2026-01-25T13:19:42.810152,2.056,0.089,151.01933479309082,1047.0,88.0,76.5,2.81
2026-01-25T13:19:42.821477,2.254,0.142,150.79712867736816,920.4,96.3,90.5,2.94
2026-01-25T13:19:42.869365,2.213,0.054,150.8622169494629,1051.1,108.5,89.1,2.16
2026-01-25T13:19:42.973178,1.631,0.106,151.14617347717285,828.5,108.5,70.8,3.16
2026-01-25T13:19:43.002412,1.803,0.135,150.892972946167,834.5,81.9,74.2,4.96
2026-01-25T13:19:43.015111,1.8,0.066,151.05700492858887,1108.4,119.8,70.0,2.08
2026-01-25T13:19:43.047278,1.867,0.075,150.87437629699707,1014.5,111.3,93.5,3.92
2026-01-25T13:19:43.087154,2.28,0.12,151.5181064605713,1106.3,104.0,94.1,3.38
2026-01-25T13:19:43.087410,2.162,0.059,151.67737007141113,879.9,80.7,72.0,1.52
2026-01-25T13:19:43.156270,1.676,0.078,151.03888511657715,889.8,118.8,74.2,1.9
2026-01-25T13:19:43.200852,2.14,0.061,150.96306800842285,1291.3,81.2,76.9,1.17
2026-01-25T13:19:43.456813,2.374,0.092,401.65185928344727,1404.7,108.3,87.3,1.51
2026-01-25T13:19:43.466115,2.305,0.05,401.00574493408203,1237.6,87.5,91.3,3.33
2026-01-25T13:19:43.515953,1.783,0.051,400.94566345214844,884.9,118.1,85.7,4.51
2026-01-25T13:19:43.524953,1.715,0.137,401.0443687438965,1162.6,88.5,85.6,1.69
2026-01-25T13:19:43.588437,1.613,0.12,401.16405487060547,1177.0,86.0,70.1,2.56
2026-01-25T13:19:43.629774,2.155,0.103,400.76589584350586,1185.9,105.2,90.2,4.33
2026-01-25T13:19:43.881825,1.957,0.081,400.951623916626,904.3,92.3,82.0,2.31
2026-01-25T13:19:43.901657,2.164,0.114,400.8169174194336,1131.2,85.8,83.2,3.01
2026-01-25T13:19:43.969904,1.694,0.102,401.0660648345947,1092.0,81.8,93.8,3.59
2026-01-25T13:19:43.975098,1.898,0.092,400.7585048675537,1224.1,96.1,83.8,3.04
2026-01-25T13:19:44.028614,1.768,0.099,401.1061191558838,860.5,96.8,86.2,4.64
2026-01-25T13:19:44.046392,2.091,0.146,400.88701248168945,1094.3,110.7,80.2,3.17
2026-01-25T13:19:44.296544,1.839,0.084,400.9966850280762,1043.9,117.1,89.7,1.12
2026-01-25T13:19:44.336824,2.244,0.075,401.395320892334,1314.9,111.8,73.5,1.7
2026-01-25T13:19:44.338693,2.399,0.105,402.50372886657715,1401.4,107.5,71.1,4.56
2026-01-25T13:19:44.339099,1.874,0.144,403.84507179260254,1043.7,112.4,80.8,2.84
2026-01-25T13:19:44.399791,2.239,0.075,400.9287357330322,812.2,82.5,74.4,4.59
2026-01-25T13:19:44.419409,1.848,0.107,400.8212089538574,1148.2,83.2,87.4,4.84
2026-01-25T13:19:44.465446,2.443,0.113,401.29685401916504,1292.4,118.4,93.0,1.97
2026-01-25T13:19:44.467457,1.896,0.121,401.92222595214844,1296.1,96.2,91.5,3.07
2026-01-25T13:19:44.742805,1.597,0.116,401.3957977294922,1464.8,114.5,79.3,4.72
2026-01-25T13:19:44.756290,1.77,0.111,400.97689628601074,1256.0,106.4,74.5,2.82
2026-01-25T13:19:44.763695,1.71,0.139,400.7859230041504,1075.1,95.6,73.4,1.8
2026-01-25T13:19:44.779527,2.436,0.11,400.85864067077637,1430.3,84.7,75.5,1.91
2026-01-25T13:19:44.848317,1.648,0.14,400.9723663330078,1078.6,111.9,76.0,3.54
2026-01-25T13:19:44.866020,2.019,0.091,400.90489387512207,1299.2,91.7,70.3,2.99
2026-01-25T13:19:44.901412,1.722,0.052,400.97641944885254,949.9,101.5,86.6,2.07
2026-01-25T13:19:44.906464,1.697,0.08,400.73370933532715,1064.7,113.9,86.0,2.55
2026-01-25T13:19:45.170624,2.093,0.093,401.2422561645508,1350.8,93.9,90.5,3.63
2026-01-25T13:19:45.177698,1.588,0.072,400.60997009277344,1097.6,89.7,88.7,3.22
2026-01-25T13:19:45.196924,2.134,0.052,400.7611274719238,859.3,92.0,89.6,4.13
2026-01-25T13:19:45.213761,2.132,0.138,400.8290767669678,1044.9,89.0,78.0,4.56
2026-01-25T13:19:45.269351,1.961,0.084,400.88629722595215,1336.4,90.2,87.1,4.69
2026-01-25T13:19:45.317297,1.668,0.076,400.8748531341553,1051.7,106.9,81.4,3.62
2026-01-25T13:19:45.319593,1.581,0.084,400.70056915283203,1143.5,97.5,93.2,2.05
2026-01-25T13:19:45.337494,2.182,0.108,401.38983726501465,1298.0,117.6,84.5,3.13
2026-01-25T13:19:45.337732,2.487,0.082,401.4286994934082,1466.1,102.8,86.5,2.63
2026-01-25T13:19:45.357477,1.998,0.107,400.99120140075684,1253.9,103.1,90.3,1.7
2026-01-25T13:19:45.595988,1.546,0.07,400.91967582702637,1092.9,84.5,74.2,1.36
2026-01-25T13:19:45.603115,1.856,0.085,400.8791446685791,1326.4,105.1,92.4,2.37
2026-01-25T13:19:45.637461,2.122,0.065,400.88510513305664,1421.5,80.1,72.0,4.93
2026-01-25T13:19:45.662539,1.693,0.089,400.9215831756592,805.3,87.1,83.9,2.51
2026-01-25T13:19:45.719489,1.652,0.09,401.012659072876,1034.5,99.7,78.1,3.2
2026-01-25T13:19:45.746568,1.907,0.088,401.09825134277344,1405.9,95.0,72.2,4.63
2026-01-25T13:19:45.762781,1.971,0.087,400.91943740844727,1091.0,112.7,89.0,4.04
2026-01-25T13:19:45.766350,2.402,0.08,400.79569816589355,1066.0,84.7,77.4,1.86
2026-01-25T13:19:45.784343,2.131,0.13,400.94757080078125,1108.6,96.5,84.9,4.25
2026-01-25T13:19:45.798091,1.572,0.09,400.88510513305664,1186.2,116.0,94.9,2.8
2026-01-25T13:19:46.017048,2.259,0.145,401.06201171875,1011.0,87.9,74.8,2.1
2026-01-25T13:19:46.041761,2.382,0.12,400.9885787963867,1346.1,85.8,87.0,3.61
2026-01-25T13:19:46.077369,2.001,0.083,400.91729164123535,1493.0,88.6,85.4,4.41
2026-01-25T13:19:46.082677,1.928,0.122,400.8057117462158,1437.8,91.4,79.0,2.49
2026-01-25T13:19:46.153720,2.464,0.122,401.1423587799072,1117.1,111.4,70.4,1.65
2026-01-25T13:19:46.161830,1.963,0.072,400.97975730895996,1436.2,98.8,93.5,1.39
2026-01-25T13:19:46.207702,2.207,0.108,401.12972259521484,1465.3,96.6,72.3,2.75
2026-01-25T13:19:46.213415,2.001,0.067,400.9664058685303,1023.2,99.4,86.6,3.65
2026-01-25T13:19:46.220372,2.099,0.07,400.99096298217773,866.7,94.7,75.7,2.07
2026-01-25T13:19:46.250802,1.984,0.133,400.7842540740967,1128.2,88.7,85.7,3.35
2026-01-25T13:19:46.433064,2.458,0.146,401.10206604003906,1363.0,117.4,89.7,1.98
2026-01-25T13:19:46.471249,1.996,0.096,400.98071098327637,1387.4,95.4,71.3,2.97
2026-01-25T13:19:46.499571,2.425,0.111,401.0789394378662,1377.8,95.5,72.7,3.03
2026-01-25T13:19:46.512487,1.54,0.053,400.9287357330322,1082.9,88.4,81.7,4.25
2026-01-25T13:19:46.579757,2.094,0.078,401.00550651550293,1324.6,99.9,90.1,1.71
2026-01-25T13:19:46.599778,1.554,0.123,401.14831924438477,984.3,89.2,78.3,2.93
2026-01-25T13:19:46.633753,1.605,0.053,401.0591506958008,1345.6,80.9,91.5,1.16
2026-01-25T13:19:46.649677,2.147,0.096,401.1566638946533,1078.4,113.8,86.4,2.74
2026-01-25T13:19:46.650057,2.297,0.055,401.6845226287842,1261.8,111.3,71.1,4.97
2026-01-25T13:19:46.691723,1.93,0.107,401.0045528411865,953.7,116.0,83.1,2.23
2026-01-25T13:19:46.847810,2.351,0.137,400.9561538696289,1053.3,100.3,79.3,3.47
2026-01-25T13:19:46.916297,2.1,0.146,401.5464782714844,893.1,113.3,70.6,1.14
2026-01-25T13:19:46.926108,2.426,0.123,401.40390396118164,941.9,82.1,73.6,1.86
2026-01-25T13:19:46.959312,1.92,0.073,401.5460014343262,1236.0,104.8,81.0,1.97
2026-01-25T13:19:46.996595,2.247,0.109,401.46470069885254,1150.1,108.2,94.2,1.87
2026-01-25T13:19:47.030939,1.992,0.137,401.11303329467773,1378.4,94.0,74.0,3.0
2026-01-25T13:19:47.061181,1.585,0.119,401.01051330566406,1332.2,115.2,81.5,2.0
2026-01-25T13:19:47.068669,1.856,0.06,400.70581436157227,922.1,105.3,74.3,3.85
2026-01-25T13:19:47.086774,1.982,0.076,400.86865425109863,1194.7,120.0,94.5,2.63
2026-01-25T13:19:47.119505,1.878,0.1,400.8798599243164,914.7,84.2,80.2,2.16
2026-01-25T13:19:47.296897,2.09,0.138,401.3957977294922,1393.4,96.3,91.6,1.41
2026-01-25T13:19:47.337296,2.386,0.078,400.956392288208,1222.1,110.5,93.2,1.95
2026-01-25T13:19:47.365850,2.233,0.061,401.13186836242676,1062.1,108.0,78.0,1.54
2026-01-25T13:19:47.382758,1.888,0.119,400.907039642334,1354.4,118.6,85.8,2.81
2026-01-25T13:19:47.445127,1.861,0.093,401.36098861694336,1458.6,93.1,94.1,2.97
2026-01-25T13:19:47.463410,2.304,0.149,400.9823799133301,1414.8,113.7,86.3,2.82
2026-01-25T13:19:47.477041,1.73,0.088,400.925874710083,1041.5,96.7,73.4,1.9
2026-01-25T13:19:47.498896,2.329,0.127,401.45230293273926,1006.5,109.7,74.3,3.85
2026-01-25T13:19:47.509026,1.67,0.071,400.9981155395508,984.5,114.8,76.3,2.17
2026-01-25T13:19:47.567857,1.939,0.104,400.91395378112793,1227.1,96.0,90.4,2.6
2026-01-25T13:19:47.725778,2.468,0.102,401.26514434814453,1382.0,82.0,85.1,4.94
2026-01-25T13:19:47.766022,2.328,0.084,400.84338188171387,974.2,107.9,85.0,1.72
2026-01-25T13:19:47.785183,2.395,0.128,400.8595943450928,872.0,100.3,81.6,2.44
2026-01-25T13:19:47.829244,2.079,0.082,401.5223979949951,1429.0,117.2,80.9,3.32
2026-01-25T13:19:47.887410,1.766,0.056,401.3500213623047,1301.3,109.7,94.7,4.14
2026-01-25T13:19:47.915402,1.799,0.077,400.9263515472412,1094.9,115.1,80.7,4.11
2026-01-25T13:19:47.928701,2.19,0.121,401.17359161376953,1215.2,108.7,91.3,1.03
2026-01-25T13:19:47.947455,1.541,0.097,401.00979804992676,1367.4,93.5,90.6,4.63
2026-01-25T13:19:47.951757,1.732,0.128,401.28469467163086,1401.7,107.3,75.3,3.66
2026-01-25T13:19:48.012208,2.262,0.108,400.8505344390869,908.5,116.9,93.6,1.43
2026-01-25T13:19:48.164075,1.768,0.094,401.3068675994873,938.4,110.5,77.7,2.69
2026-01-25T13:19:48.200995,2.159,0.058,401.0148048400879,811.3,95.5,94.0,2.29
2026-01-25T13:19:48.208083,2.359,0.123,400.62522888183594,1320.4,87.1,72.7,2.83
2026-01-25T13:19:48.269558,2.124,0.071,400.9709358215332,1390.2,113.5,79.2,1.03
2026-01-25T13:19:48.334743,2.347,0.083,400.90322494506836,1168.1,87.5,92.1,2.09
2026-01-25T13:19:48.368298,2.475,0.104,402.148962020874,1083.6,100.9,70.3,4.86
2026-01-25T13:19:48.368671,2.362,0.103,402.0388126373291,1433.1,106.9,79.7,1.94
2026-01-25T13:19:48.401820,1.916,0.064,402.1449089050293,953.6,89.0,81.5,2.35
2026-01-25T13:19:48.402151,1.569,0.148,402.5285243988037,1005.7,113.7,72.0,4.4
2026-01-25T13:19:48.436449,1.593,0.121,401.02314949035645,1317.0,83.9,92.5,3.75
2026-01-25T13:19:48.608429,2.332,0.126,401.17502212524414,1187.5,98.0,70.9,4.36
2026-01-25T13:19:48.623501,2.109,0.108,400.97713470458984,1042.0,119.4,71.6,2.26
2026-01-25T13:19:48.659866,1.764,0.084,401.22222900390625,836.2,95.4,81.3,3.37
2026-01-25T13:19:48.702845,1.934,0.08,401.11351013183594,1183.7,97.5,85.5,3.8
